Equipment Number,Original Description,Suggested Edit,Confidence,Reasoning,Object Type (Original),Object Type (Suggested),Functional System Category,Functional System
2000000262,Valve Equipment-jv,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000248161,35 Chiller Differential Pump Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248162,36 Chiller Differential Pump Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248163,Haq-301-filter Cleanng Dif F Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248164,Haq-301-filter Differential Pressure Switch-hpa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248165,Haq-302-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248166,Haq-303-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248167,Haq-304-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248168,Haq-305-filter Cleanng Dif F Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248169,Haq-305-filter Differential Pressure Switch-hpa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248170,Haq-306-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248171,Haq-307-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248172,Haq-308-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248173,Haq-309-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248174,Haq-310-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248175,Haq-311-filter Cleaning Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248176,Haq-311-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248177,Haq-312-filter Cleaning Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248178,Haq-312-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248179,Haq-35-ahu & Haq-36-ahu South Up Air Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248180,Haq-37-ahu & Haq-38-ahu South Up Air Pressure Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248181,Haq-313-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248182,Haq-314-filter Pressure Swi Tch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248183,37 Chiller DP Flow Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248538,Haq-301/302/305/306 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248539,Haq-309/310/313/314 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248540,Haq-317/318/321/322 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248541,Haq-303/304/307/308 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248542,Haq-311/312/315/316 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248543,Haq-319/320/323/324 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248544,Haq-337/339/340/341/343 Pump Rv Loc Control South,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248545,Haq-338/342 Prv&haq-3221 /3222 Sf Loc Cn,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248546,Haq-344/348/352/356 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248547,Haq-360/364/368/372 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248548,Haq-345/349/353/357 Prv Loc Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248549,Haq-361/365/369/373 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248550,Haq-384/386/388/390 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248551,Haq-392/394/396/398 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248552,Haq-346/350/354/358 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248553,Haq-362/366/370/374 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248554,Haq-385/387/389/391 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248555,Haq-393/395/397/399 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248556,Haq-347/351/355/359 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248557,Haq-363/367/371/375 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248558,Haq-376/377/380/381 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248559,Haq-378/379/382/383 Prv L Ocal Control Sta,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248560,Haq-301 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248561,Haq-302 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248562,Haq-303 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248563,Haq-304 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248564,Haq-305 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248565,Haq-306 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248566,Haq-307 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248567,Haq-308 Cf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248568,Haq-326 Ef Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248569,Haq-327 Ef Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248570,Haq-328 Ef Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248571,Haq-3201/3202/3203/3204 South F Loc Control St,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248572,Haq-3205/3206/3207/3208 South F Loc Control St,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248573,Haq-3209/3210/3211/3212 South F Loc Control St,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248574,Haq-3213/3214/3215/3216 South F Loc Control St,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248575,Haq-3217/3218/3219/ 3220S F Loc Cntl Sta,Haq-3217/3218/3219/ 3220s F Loc Cntl Sta,95,Normalized whitespace/title case; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248576,Haq-3223 Sf/3224sf Local Control Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248577,Haq-3225 Sf Local Cntl St Ation,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248578,Haq-3226 Sf Local Cntl St Ation,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248579,Haq-3227/3229/3231/ 3233S F Loc Cntl Sta,Haq-3227/3229/3231/ 3233s F Loc Cntl Sta,95,Normalized whitespace/title case; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248580,Haq-3235/3237/3239/ 3241S F Loc Cntl Sta,Haq-3235/3237/3239/ 3241s F Loc Cntl Sta,95,Normalized whitespace/title case; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248581,Haq-3228/3230/3232/ 3234S F Loc Cntl Sta,Haq-3228/3230/3232/ 3234s F Loc Cntl Sta,95,Normalized whitespace/title case; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248582,Haq-3236/3238/3240/ 3242S F Loc Cntl Sta,Haq-3236/3238/3240/ 3242s F Loc Cntl Sta,95,Normalized whitespace/title case; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248583,Haq-3243 Sf/3245 Sf/ 3247 Sf Loc Cntl St,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248584,Haq-3248 Sf/3249 Sf Local Cntl Station,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248585,Haq-3244 Sf/3246 Sf/ 3250 Sf Loc Cntl St,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,HVAC
2000248754,Fabric Filter Outlet Pressure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248755,31-01 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248756,31-02 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248757,31-03 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248758,31-04 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248759,31-05 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248760,31-06 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248761,31-07 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248762,31-08 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248763,31-09 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248764,31-10 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248765,31-11ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248766,31-12 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248767,31-13 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248768,31-14 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248769,31-15 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248770,31-16 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248771,32-01 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248772,32-02 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248773,32-03 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248774,32-04 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248775,32-05 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248776,32-06 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248777,32-07 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248778,32-08 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248779,32-09 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248780,32-10 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248781,32-11 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248782,32-12 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248783,32-13 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248784,32-14 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248785,32-15 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248786,32-16 Ff Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248787,33-01 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248788,33-02 Ff Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248789,33-03 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248790,33-04 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248791,33-05 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248792,33-06 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248793,33-07 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248794,33-08 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248795,33-09 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248796,33-10 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248797,33-11 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248798,33-12 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248799,33-13 Ff Compartment Ash Hopper High Level Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,ASH,BAGHOUSE
2000248905,Id Fan E Mech Eqpt Rm 970 Temperature Resist Temperature,ID Fan E Mech Eqpt Rm 970 Temperature Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248906,Id Fan E Elec Rm 970 Temperature Resist Temperature,ID Fan E Elec Rm 970 Temperature Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248907,Id Fan W Elec Rm 970 Temp Resist Temperature,ID Fan W Elec Rm 970 Temp Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248908,Id Fan W Mech Eqpt Rm 970 Temperature Resist Temperature,ID Fan W Mech Eqpt Rm 970 Temperature Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248909,Id Fan E Mech Eqpt Rm 988 Temperature Resist Temperature,ID Fan E Mech Eqpt Rm 988 Temperature Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248910,Id Fan E Elec Rm 988 Temp Resist Temperature,ID Fan E Elec Rm 988 Temp Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248911,Id Fan W Elec Rm 988 Temp Resist Temperature,ID Fan W Elec Rm 988 Temp Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248912,Id Fan W Mech Eqpt Rm 988 Temperature Resist Temperature,ID Fan W Mech Eqpt Rm 988 Temperature Resist Temperature,95,Forced acronym uppercase: ID,RTD,,PLANT,HVAC
2000248914,31 Ahu Chil Water Cooling Coil Outlet Temperature,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248915,32 Ahu Chil Water Cooling Coil Outlet Temperature,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
2000248916,31 Chiller Inlet Temperat Ure Indicator,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,HVAC
